metric,variant,game_length,seeds,decision_maker,style,focus,strategy,n,mean,sd,se,cv,sd_ucl,n_pairs,rho,mean_diff,p_holm,delta,n_unpaired,n_paired,n_paired_ucl
Deal-in Rate,Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Points,1200,0.09828294907706712,0.0951533942134067,0.0027468418881708466,0.9681577029072822,0.096839737562432,1200,0.15629550727075198,-0.07205271577874728,1.7018357616316207e-61,0.03406713297116288,181,154,160
Ending Points (% vs start),Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Points,1200,22.12133333333334,58.125112634912284,1.677927471322196,2.6275591872813093,59.1552271979661,1200,0.2396702601487266,23.592333333333315,2.882925871016323e-27,10,567,432,447
Ending Placement,Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Points,1200,2.1233333333333335,1.0399632165604324,0.030021152151423734,0.4897785949264203,1.0583938260828256,1200,0.1584393120700435,-0.40875,2.418314776870291e-23,0.25320833333333337,283,238,247
Win Rate,Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Placement,1200,0.2297903692311596,0.14067695343414502,0.004060993846699003,0.6121969075763564,0.14317008199509537,1200,0.20758952437231729,0.0068264378596817245,0.7812132011254217,0.02229639313714777,665,527,546
Deal-in Rate,Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Placement,1200,0.09653260425648244,0.09578534642421746,0.0027650847771221753,0.992259010952615,0.09748288946208636,1200,0.14171325585454247,-0.07380306059933206,7.12970100790978e-63,0.03406713297116288,182,158,163
Ending Points (% vs start),Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Placement,1200,21.44466666666667,56.516064909749,1.6314782644590973,2.635436856549367,57.517663338911596,1200,0.23838209118369974,22.91566666666663,2.097797577907125e-26,10,553,422,437
Ending Placement,Japanese Riichi,Hanchan,500000..501199,TileSense Guide,Aggressive,Balanced,Placement,1200,2.12,1.027243572770434,0.02965396766311615,0.4845488550803934,1.0454487601007494,1200,0.16599468364424524,-0.41208333333333336,4.35275051848999e-24,0.25320833333333337,280,234,242
Win Rate,Hong Kong 0-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.25658068783068694,0.18524316680222344,0.005347509610940122,0.7219684706920036,0.18852611414079878,,,,,,,,
Deal-in Rate,Hong Kong 0-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.2020014430014422,0.17985878466213584,0.005192075887040152,0.8903836625605279,0.18304630800574384,,,,,,,,
Ending Points (% vs start),Hong Kong 0-faan min,East only,500000..501199,Simple Bot (control),,,,1200,-0.19116666666666635,2.8672878745169053,0.08277147130982425,14.998890363645563,2.9181030017848637,,,,,,,,
Ending Placement,Hong Kong 0-faan min,East only,500000..501199,Simple Bot (control),,,,1200,2.5166666666666666,1.089286161900373,0.03144498293988573,0.4328289385034595,1.1085908907488915,,,,,,,,
Win Rate,Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.30458059764309664,0.1994015075248087,0.005756225702313274,0.6546756722779323,0.20293537417013224,1200,0.21719374434081415,0.047999909812409834,1.022388564085848e-11,0.025658068783068696,884,692,717
Deal-in Rate,Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.15911375661375632,0.1621146489229547,0.004679846809762478,1.018860043110433,0.16498770418546765,1200,0.14788435262050997,-0.04288768638768634,3.058902849341534e-11,0.040400288600288436,282,241,250
Ending Points (% vs start),Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.925666666666667,6.054581421181005,0.174780710667468,6.54077935309435,6.161882933598333,1200,0.06976094092871873,1.1168333333333333,2.8940404044265803e-09,10,4,4,4
Ending Placement,Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.25625,1.1049789226570177,0.031897993922244586,0.48974135076211306,1.1245617643668646,1200,0.18596314994712806,-0.2604166666666667,1.164611994157524e-10,0.25166666666666665,299,243,252
Win Rate,Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.3036740019240009,0.1974856415153712,0.005700919414499275,0.6503212005774371,0.2009855544806464,1200,0.22080255551367506,0.047093314093314104,1.022388564085848e-11,0.025658068783068696,875,682,706
Deal-in Rate,Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.15734932659932643,0.16096193496878675,0.004646570824175603,1.0229591600265278,0.16381456141185496,1200,0.1589005985750873,-0.04465211640211638,5.75366112496995e-12,0.040400288600288436,281,236,245
Ending Points (% vs start),Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.9570000000000016,6.048694618578801,0.17461077331411556,6.320475045536877,6.155891802921473,1200,0.07167103069989256,1.1481666666666677,1.945524938261429e-09,10,4,4,4
Ending Placement,Hong Kong 0-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.235,1.0978901595037993,0.03169335895650798,0.49122602214935096,1.1173473715532956,1200,0.18955244485911052,-0.2816666666666667,4.837320380426664e-12,0.25166666666666665,297,241,249
Win Rate,Hong Kong 0-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.2604915156259003,0.13165228641992152,0.0038004741501985696,0.5053995179213104,0.13398547652231863,,,,,,,,
Deal-in Rate,Hong Kong 0-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.2024761196370144,0.1276733552706957,0.003685612301693944,0.630560065550347,0.12993602929602383,,,,,,,,
Ending Points (% vs start),Hong Kong 0-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,-0.2461666666666666,3.6775860522266277,0.10616276486105282,14.939415242626794,3.7427615809705808,,,,,,,,
Ending Placement,Hong Kong 0-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.5458333333333334,1.1106352075993218,0.032061276803947214,0.43625605535816236,1.1303182920653152,,,,,,,,
Win Rate,Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.3046583127520624,0.13556006563161643,0.003913282019188854,0.44495771150002456,0.13796251083035113,1200,0.16808531334793866,0.04416679712616247,1.3802857448862126e-18,0.02604915156259003,414,344,356
Deal-in Rate,Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.16022317289693522,0.11436131208532042,0.003301326715866927,0.7137626225819671,0.1163880651992279,1200,0.0986070197483998,-0.04225294674007906,2.440313510842969e-19,0.04049522392740288,141,127,132
Ending Points (% vs start),Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,1.8483333333333318,7.8418179639484995,0.22637378562108543,4.2426427217034295,7.980793537832006,1200,0.016201025749126352,2.0944999999999987,3.467964040949201e-17,10,6,6,7
Ending Placement,Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.1758333333333333,1.0992829441875762,0.03173356518711307,0.5052238732382579,1.1187648396780314,1200,0.12779837073504352,-0.37,1.5996279270736024e-18,0.25458333333333333,296,258,268
Win Rate,Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.3040890333902134,0.13663347983832347,0.003944268818248568,0.44932064242840525,0.13905494847729585,1200,0.178878997657534,0.04359751776431345,1.587181436457577e-18,0.02604915156259003,417,342,355
Deal-in Rate,Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.15942813986767237,0.11535369337321504,0.0033299742960521623,0.7235466302809545,0.11739803383225478,1200,0.10557874695854515,-0.04304797976934196,1.0281326668508459e-19,0.04049522392740288,142,127,132
Ending Points (% vs start),Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,1.8929999999999996,7.848274577566115,0.22656017200159462,4.145945365856375,7.987364577924066,1200,0.022265030997747577,2.139166666666668,1.2940087897084629e-17,10,6,6,7
Ending Placement,Hong Kong 0-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.1570833333333335,1.0944319580561273,0.03159352927967171,0.50736656351839,1.113827882591299,1200,0.14588315682300676,-0.38875,1.8375944711639145e-20,0.25458333333333333,295,252,261
Win Rate,Hong Kong 1-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.25186351611351504,0.18443224532220584,0.005324100324201131,0.7322705891197124,0.1877008212129131,,,,,,,,
Deal-in Rate,Hong Kong 1-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.18784589947089897,0.1745990393135317,0.005040240117395879,0.9294801739368314,0.1776933475211006,,,,,,,,
Ending Points (% vs start),Hong Kong 1-faan min,East only,500000..501199,Simple Bot (control),,,,1200,-0.21099999999999997,3.1025527975445137,0.08956298464186757,14.704041694523765,3.157537376059968,,,,,,,,
Ending Placement,Hong Kong 1-faan min,East only,500000..501199,Simple Bot (control),,,,1200,2.535416666666667,1.0927560369019753,0.0315451496031972,0.43099662918072973,1.112122260147822,,,,,,,,
Win Rate,Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.29802401996151906,0.19761768832753604,0.005704731277626725,0.6630931572329387,0.20111994147484355,1200,0.17591705458133888,0.04616050384800385,1.455626030509281e-10,0.025186351611351507,905,746,773
Deal-in Rate,Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.15112692400192376,0.155928524387117,0.004501268776462156,1.0317719719163483,0.15869194688189223,1200,0.1001858349443385,-0.036718975468975484,2.0540934872178213e-08,0.037569179894179794,305,275,285
Ending Points (% vs start),Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.8605000000000003,5.5881776568577255,0.16131679372331298,6.494105353698691,5.6872133907137234,1200,0.06685259990349836,1.0715000000000003,2.2671711083395246e-09,10,4,4,4
Ending Placement,Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.2645833333333334,1.0779636656411908,0.03111813062672886,0.47600971435857553,1.0970677330585656,1200,0.16816151749242372,-0.2708333333333333,2.063278669193748e-11,0.2535416666666667,288,240,248
Win Rate,Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.297250871813371,0.19534372484174936,0.005639087606094408,0.6571678786005242,0.19880567797420315,1200,0.16274417277859796,0.045387355699855705,1.606311450555992e-10,0.025186351611351507,894,748,775
Deal-in Rate,Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.15184187109187092,0.1572875712469914,0.004540501079981645,1.035864285101081,0.16007507926863732,1200,0.1090870002685996,-0.0360040283790284,2.0540934872178213e-08,0.037569179894179794,308,274,284
Ending Points (% vs start),Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.9538333333333334,6.053073741799167,0.1747371877126202,6.34604970309191,6.160348534569561,1200,0.06271076262017175,1.1648333333333343,2.2671711083395246e-09,10,4,4,4
Ending Placement,Hong Kong 1-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.243333333333333,1.0689127034180568,0.030856851852931282,0.47648411742261076,1.0878563663635423,1200,0.1613049205392363,-0.2920833333333333,9.843507062098441e-13,0.2535416666666667,286,240,248
Win Rate,Hong Kong 1-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.2517997880387591,0.12917227477870877,0.0037288823807661905,0.5129959631214047,0.1314615132052751,,,,,,,,
Deal-in Rate,Hong Kong 1-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.18714042704300127,0.12076274997850311,0.003486120310408412,0.6453055167537592,0.12290295172243167,,,,,,,,
Ending Points (% vs start),Hong Kong 1-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,-0.3004999999999998,4.3582980682497805,0.1258132281456318,14.503487747919412,4.435537424987591,,,,,,,,
Ending Placement,Hong Kong 1-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.54375,1.1078057736776317,0.03197959808213011,0.43550104124919176,1.1274387138779918,,,,,,,,
Win Rate,Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.30461160050604713,0.1329528877435577,0.0038380192764140564,0.4364669222140092,0.13530912757959782,1200,0.16891270797587676,0.05281181246728841,5.222746540409142e-27,0.02517997880387591,426,354,367
Deal-in Rate,Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.14725310772746977,0.11018331533516883,0.0031807183384482567,0.7482579962868543,0.11213602445842194,1200,0.06801973904551627,-0.039887319315531446,4.119571482736249e-18,0.03742808540860026,150,140,145
Ending Points (% vs start),Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,1.8955000000000017,7.956548789552773,0.2296857792734342,4.19759893935783,8.097557665204286,1200,0.03268473505202005,2.1959999999999993,1.843837071778516e-17,10,7,7,7
Ending Placement,Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.1558333333333333,1.0622254506360087,0.030663807493238555,0.492721507832706,1.0810505996351925,1200,0.13258724118974813,-0.3879166666666667,5.442555945071647e-21,0.254375,286,248,257
Win Rate,Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.304127476582585,0.1330719405333535,0.0038414560344258754,0.4375531669438561,0.13543029026659606,1200,0.16317022205988813,0.05232768854382627,1.2055871432203904e-26,0.02517997880387591,426,357,370
Deal-in Rate,Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.1487202000714003,0.11144155331181778,0.003217040540174401,0.7493370319453234,0.11341656138994217,1200,0.07818914665986815,-0.038420226971600864,3.3228243302671717e-17,0.03742808540860026,152,140,145
Ending Points (% vs start),Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.0681666666666674,8.585084334651759,0.2478300375813416,4.151060198880694,8.737232347744092,1200,0.02573169854397234,2.3686666666666656,1.432825839643575e-17,10,8,8,8
Ending Placement,Hong Kong 1-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.135,1.0697641466422403,0.030881430901665383,0.5010604902305575,1.0887228991768052,1200,0.11834728779037003,-0.40875,2.444272497803494e-22,0.254375,288,254,263
Win Rate,Hong Kong 2-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.2325529308654301,0.17715037860924393,0.005113890938854555,0.7617636894533675,0.1802899025874955,,,,,,,,
Deal-in Rate,Hong Kong 2-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.12955752812002816,0.1482929850894818,0.004280849743017273,1.1446111024293102,0.15092108775654905,,,,,,,,
Ending Points (% vs start),Hong Kong 2-faan min,East only,500000..501199,Simple Bot (control),,,,1200,-0.237,3.6751807385783994,0.10609332943693832,15.507091723959492,3.7403136394717484,,,,,,,,
Ending Placement,Hong Kong 2-faan min,East only,500000..501199,Simple Bot (control),,,,1200,2.53375,1.1117250325312595,0.032092737339838404,0.4387666630611779,1.1314274312743817,,,,,,,,
Win Rate,Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.2876587394087383,0.18895876281048815,0.005454769628718699,0.6568851799840296,0.19230755930418822,1200,0.19799275702036873,0.05510580854330853,2.3012677296716066e-16,0.023255293086543012,974,782,810
Deal-in Rate,Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.10552683196433235,0.13270633631553344,0.0038309019497471115,1.257560128028743,0.13505820667674526,1200,0.09087897174943704,-0.024030696155696144,1.155237147688184e-05,0.025911505624005633,463,422,437
Ending Points (% vs start),Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,1.3743333333333332,7.243065157994784,0.20908928093631438,5.270239018671927,7.371429415063194,1200,0.08629857854609049,1.611333333333333,1.0411515669586151e-12,10,6,5,5
Ending Placement,Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.2225,1.0773242809565828,0.031099673180740153,0.48473533451364803,1.0964170169640877,1200,0.14796974512202432,-0.31125,4.522608107109413e-14,0.253375,294,250,259
Win Rate,Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.28850289525289424,0.18951777690746305,0.0054709069756871615,0.6569007799430804,0.19287648045400382,1200,0.18785877652973754,0.05594996438746442,2.3012677296716066e-16,0.023255293086543012,977,794,823
Deal-in Rate,Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.10432276751026787,0.13293656586033076,0.0038375481042303185,1.2742814347524534,0.1352925164339704,1200,0.08090282902170656,-0.02523476060976059,9.42332670010388e-06,0.025911505624005633,464,427,442
Ending Points (% vs start),Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,1.4446666666666657,7.236835038424377,0.20890943287576147,5.009345896463578,7.3650888830289105,1200,0.0839796893518692,1.6816666666666669,2.1119182755954705e-13,10,6,5,5
Ending Placement,Hong Kong 2-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.2075,1.0698430820374951,0.030883709570250332,0.4846401277633047,1.0888032334940836,1200,0.14943046801745968,-0.32625,3.9822009200992795e-15,0.253375,292,248,257
Win Rate,Hong Kong 2-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.23367880872698252,0.12180926380975865,0.0035163305625177145,0.5212679081742234,0.12396801225560561,,,,,,,,
Deal-in Rate,Hong Kong 2-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.13192266311278839,0.10072004005335763,0.0029075371118797958,0.7634779171130451,0.10250503754148309,,,,,,,,
Ending Points (% vs start),Hong Kong 2-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,-0.36533333333333295,5.187564352257512,0.14975208376071905,14.199537460558899,5.279500270207538,,,,,,,,
Ending Placement,Hong Kong 2-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.5145833333333334,1.0751553184794291,0.03103706062723781,0.4275679808368898,1.0942096153384635,,,,,,,,
Win Rate,Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.28943471175940205,0.13290634497756654,0.003836675702490365,0.45919283201956573,0.13526175996563855,1200,0.12667694725433754,0.05575590303242082,2.0711784987171957e-30,0.023367880872698255,468,409,423
Deal-in Rate,Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.10688780328360482,0.09185044006133666,0.002651493814729915,0.8593163788540998,0.09347824724554596,1200,0.06486261819982668,-0.025034859829183638,9.042437325551771e-11,0.026384532622557678,210,196,203
Ending Points (% vs start),Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.8543333333333307,10.163099349076786,0.2933834072495196,3.5605860150917183,10.343213522979626,1200,0.06590726962611648,3.219666666666663,9.533539132189571e-24,10,11,10,11
Ending Placement,Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.0683333333333334,1.0841940722078918,0.03129798697215114,0.5241873032431387,1.1034085571753953,1200,0.08911705809457234,-0.44625,2.741437253022584e-26,0.25145833333333334,290,264,274
Win Rate,Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.2903596264309307,0.13392233523417435,0.003866004814897693,0.4612291897476701,0.13629575597418056,1200,0.13515302013962266,0.05668081770394923,4.144862287025068e-31,0.023367880872698255,472,408,423
Deal-in Rate,Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.10661002637212035,0.09294268589453945,0.0026830242360209593,0.8718006087919414,0.09458985025997753,1200,0.05641831971392872,-0.02531263674066796,9.042437325551771e-11,0.026384532622557678,212,200,208
Ending Points (% vs start),Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.9889999999999977,10.318789181640737,0.29787778558656386,3.4522546609704734,10.501662547854323,1200,0.07663205075625394,3.354333333333333,5.78052269904793e-25,10,11,10,11
Ending Placement,Hong Kong 2-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.0566666666666666,1.0676245004450369,0.030819664636269086,0.5191042951920762,1.0865453333849961,1200,0.08792378123800106,-0.4579166666666667,1.1620413671891334e-27,0.25145833333333334,285,260,270
Win Rate,Hong Kong 3-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.1538728326323439,0.12593778760016083,0.003635510778604938,0.8184536896195986,0.12816970325872565,,,,,,,,
Deal-in Rate,Hong Kong 3-faan min,East only,500000..501199,Simple Bot (control),,,,1200,0.05893512947750584,0.08123973003591452,0.0023451890002563884,1.3784601943891854,0.08267949032565701,,,,,,,,
Ending Points (% vs start),Hong Kong 3-faan min,East only,500000..501199,Simple Bot (control),,,,1200,-0.07666666666666662,5.727931262915332,0.165351132827192,74.71214690759133,5.829443761431444,,,,,,,,
Ending Placement,Hong Kong 3-faan min,East only,500000..501199,Simple Bot (control),,,,1200,2.56,1.081993033297081,0.03123444845176847,0.42265352863167227,1.1011685106457931,,,,,,,,
Win Rate,Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.23190738023729512,0.14717131269006814,0.004248469849930071,0.63461245838523,0.14977953666750826,1200,0.09280176573412556,0.07803454760495163,1.4934496320017028e-48,0.015387283263234389,1244,1130,1171
Deal-in Rate,Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.0522196396654603,0.08488248026564502,0.002450346141542662,1.6254895822613065,0.08638679871090942,1200,0.10302539918862183,-0.0067154898120455365,0.03657852035370489,0.01178702589550117,780,700,725
Ending Points (% vs start),Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,3.090666666666665,9.86029076653199,0.2846420764172613,3.1903442946069873,10.035038455682255,1200,0.06314415569336651,3.1673333333333327,4.287976327926918e-23,10,11,10,10
Ending Placement,Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,2.080416666666667,1.0555820057506708,0.030472027758593742,0.5073897083520148,1.0742894171831643,1200,0.059850298928104145,-0.4795833333333333,8.827030047333626e-30,0.256,274,258,267
Win Rate,Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.23424343229368388,0.14698495314340354,0.004243090113208428,0.6274880439726499,0.14958987438861174,1200,0.09970760216447463,0.08037059966134036,1.5258782897243875e-51,0.015387283263234389,1242,1120,1160
Deal-in Rate,Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.05104054422386486,0.08398261402465176,0.0024243692407190567,1.6454098462646152,0.08547098471037426,1200,0.11643325162575067,-0.007894585253640977,0.025560356121820844,0.01178702589550117,772,682,706
Ending Points (% vs start),Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,3.208666666666664,9.911619025937108,0.28612379563649026,3.0890148636828743,10.087276373324793,1200,0.06872123590951629,3.2853333333333334,2.332925720753813e-24,10,11,10,11
Ending Placement,Hong Kong 3-faan min,East only,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,2.0733333333333333,1.0577750054670016,0.03053533420742156,0.5101808708040201,1.0765212820447336,1200,0.06355930417707718,-0.4866666666666667,2.262059550452737e-30,0.256,275,257,266
Win Rate,Hong Kong 3-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.14829126839388201,0.0864261238245695,0.002494907292756556,0.582813302230377,0.08795779928710457,,,,,,,,
Deal-in Rate,Hong Kong 3-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,0.055616799289027484,0.05398730378450215,0.0015584792186402207,0.970701379343007,0.05494408658159944,,,,,,,,
Ending Points (% vs start),Hong Kong 3-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,-0.1240000000000002,9.06473193964469,0.26167627127428295,73.10267693261835,9.225380443499777,,,,,,,,
Ending Placement,Hong Kong 3-faan min,Hanchan,500000..501199,Simple Bot (control),,,,1200,2.5104166666666665,1.1129384617932252,0.032127766025390324,0.44332818395082835,1.1326623653747439,,,,,,,,
Win Rate,Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.22905847772306287,0.1025626292027384,0.002960728078949839,0.4477574033594122,0.10438028173152457,1200,0.07094824556789035,0.08076720932918045,9.267318978801935e-104,0.014829126839388203,643,598,619
Deal-in Rate,Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,0.048584431090763804,0.054619085262353505,0.0015767171789555457,1.1242096292187915,0.055587064722502265,1200,0.0378929985626946,-0.007032368198263631,0.002441884537603909,0.011123359857805498,375,360,373
Ending Points (% vs start),Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,7.0360000000000005,16.827533258412217,0.48576904282708366,2.3916334932365286,17.125756974186167,1200,0.03157053433348357,7.1600000000000135,1.6790077492935956e-39,10,29,28,29
Ending Placement,Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Speed,Points,1200,1.8808333333333334,0.9878153276246168,0.02851577226568554,0.5252008830968277,1.0053217531344523,1200,0.053665651033356715,-0.6295833333333334,2.8452927051282646e-51,0.25104166666666666,276,262,271
Win Rate,Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.23070076159333547,0.10268405414329343,0.002964233315055628,0.44509629458570366,0.10450385860940778,1200,0.06319992750145585,0.08240949319945318,1.24595038337962e-106,0.014829126839388203,643,603,625
Deal-in Rate,Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,0.04874892305902276,0.05426418345561063,0.0015664720462726016,1.1131360458960349,0.05522587321578279,1200,0.06461965376264074,-0.00686787623000467,0.002441884537603909,0.011123359857805498,372,348,361
Ending Points (% vs start),Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,7.168000000000005,16.825606284937052,0.48571341589435324,2.3473223053762613,17.12379585018037,1200,0.03616121704278498,7.2920000000000105,9.096339054816802e-41,10,29,28,29
Ending Placement,Hong Kong 3-faan min,Hanchan,500000..501199,TileSense Guide,Balanced,Balanced,Points,1200,1.8716666666666666,0.9969664859131009,0.028779943450748198,0.5326624145573112,1.0146350916062419,1200,0.07111142323778817,-0.63875,5.922831005480401e-53,0.25104166666666666,279,259,268
Win Rate,Taiwanese 1-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.23895800264550165,0.1808287806519676,0.005220077259332264,0.7567387517890759,0.18403349462024596,,,,,,,,
Deal-in Rate,Taiwanese 1-tai min,East only,500000..501199,Simple Bot (control),,,,1200,0.19597685185185088,0.17494618876118959,0.005050261458748594,0.8926880246726309,0.17804664927858424,,,,,,,,
Ending Points (% vs start),Taiwanese 1-tai min,East only,500000..501199,Simple Bot (control),,,,1200,-0.0645833333333334,1.5584697675612975,0.04498914699127043,24.131144788045873,1.5860895403388167,,,,,,,,
Ending Placement,Taiwanese 1-tai min,East only,500000..501199,Simple Bot (control),,,,1200,2.5325,1.1221228615576635,0.032392896809207504,0.44308898778190065,1.1420095344401153,,,,,,,,
